source	target	source_node_type	target_node_type
MCTs01	GH24	MCT	GH
MCTs01	GH25	MCT	GH
MCTs01	GH26	MCT	GH
MCTs01	GH27	MCT	GH
MCTs01	GH28	MCT	GH
MCTs01	GH29	MCT	GH
MCTs01	GH3	MCT	GH
MCTs01	GH30	MCT	GH
MCTs01	GH31	MCT	GH
MCTs01	GH32	MCT	GH
MCTs01	GH33	MCT	GH
MCTs01	GH35	MCT	GH
MCTs01	GH36	MCT	GH
MCTs01	GH38	MCT	GH
MCTs01	GH39	MCT	GH
MCTs01	GH4	MCT	GH
MCTs01	GH42	MCT	GH
MCTs01	GH43	MCT	GH
MCTs01	GH5	MCT	GH
MCTs01	GH51	MCT	GH
MCTs01	GH53	MCT	GH
MCTs01	GH55	MCT	GH
MCTs01	GH57	MCT	GH
MCTs01	GH63	MCT	GH
MCTs01	GH65	MCT	GH
MCTs01	GH66	MCT	GH
MCTs01	GH73	MCT	GH
MCTs01	GH74	MCT	GH
MCTs01	GH76	MCT	GH
MCTs01	GH77	MCT	GH
MCTs01	GH78	MCT	GH
MCTs01	GH8	MCT	GH
MCTs01	GH84	MCT	GH
MCTs01	GH88	MCT	GH
MCTs01	GH89	MCT	GH
MCTs01	GH9	MCT	GH
MCTs01	GH92	MCT	GH
MCTs01	GH94	MCT	GH
MCTs01	GH95	MCT	GH
MCTs01	GH97	MCT	GH
MCTs01	GH99	MCT	GH
MCTs01	GT14	MCT	GT
MCTs01	GT19	MCT	GT
MCTs01	GT2	MCT	GT
MCTs01	GT20	MCT	GT
MCTs01	GT21	MCT	GT
MCTs01	GT27	MCT	GT
MCTs01	GT28	MCT	GT
MCTs01	GT3	MCT	GT
MCTs01	GT30	MCT	GT
MCTs01	GT32	MCT	GT
MCTs01	GT35	MCT	GT
MCTs01	GT4	MCT	GT
MCTs01	GT5	MCT	GT
MCTs01	GT51	MCT	GT
MCTs01	GT8	MCT	GT
MCTs01	GT83	MCT	GT
MCTs01	GT9	MCT	GT
MCTs01	GT90	MCT	GT
MCTs01	GT94	MCT	GT
MCTs01	PL1	MCT	PL
MCTs01	PL11	MCT	PL
MCTs01	PL12	MCT	PL
MCTs01	PL26	MCT	PL
MCTs01	PL6	MCT	PL
MCTs01	PL8	MCT	PL
MCTs01	PL9	MCT	PL
MCTs03	CBM13	MCT	CBM
MCTs03	CBM16	MCT	CBM
MCTs03	CBM20	MCT	CBM
MCTs03	CBM22	MCT	CBM
MCTs03	CBM23	MCT	CBM
MCTs03	CBM3	MCT	CBM
MCTs03	CBM30	MCT	CBM
MCTs03	CBM32	MCT	CBM
MCTs03	CBM34	MCT	CBM
MCTs03	CBM35	MCT	CBM
MCTs03	CBM37	MCT	CBM
MCTs03	CBM38	MCT	CBM
MCTs03	CBM44	MCT	CBM
MCTs03	CBM46	MCT	CBM
MCTs03	CBM48	MCT	CBM
MCTs03	CBM50	MCT	CBM
MCTs03	CBM57	MCT	CBM
MCTs03	CBM6	MCT	CBM
MCTs03	CBM62	MCT	CBM
MCTs03	CBM66	MCT	CBM
MCTs03	CBM67	MCT	CBM
MCTs03	CBM69	MCT	CBM
MCTs03	CBM72	MCT	CBM
MCTs03	CBM9	MCT	CBM
MCTs03	AA6	MCT	AA
MCTs03	CE1	MCT	CE
MCTs03	CE10	MCT	CE
MCTs03	CE11	MCT	CE
MCTs03	CE12	MCT	CE
MCTs03	CE14	MCT	CE
MCTs03	CE15	MCT	CE
MCTs03	CE2	MCT	CE
MCTs03	CE3	MCT	CE
MCTs03	CE4	MCT	CE
MCTs03	CE6	MCT	CE
MCTs03	CE7	MCT	CE
MCTs03	CE8	MCT	CE
MCTs03	CE9	MCT	CE
MCTs03	GH1	MCT	GH
MCTs03	GH10	MCT	GH
MCTs03	GH105	MCT	GH
MCTs03	GH106	MCT	GH
MCTs03	GH108	MCT	GH
MCTs03	GH109	MCT	GH
MCTs03	GH110	MCT	GH
MCTs03	GH112	MCT	GH
MCTs03	GH113	MCT	GH
MCTs03	GH115	MCT	GH
MCTs03	GH116	MCT	GH
MCTs03	GH117	MCT	GH
MCTs03	GH123	MCT	GH
MCTs03	GH125	MCT	GH
MCTs03	GH127	MCT	GH
MCTs03	GH13	MCT	GH
MCTs03	GH130	MCT	GH
MCTs03	GH133	MCT	GH
MCTs03	GH137	MCT	GH
MCTs03	GH138	MCT	GH
MCTs03	GH139	MCT	GH
MCTs03	GH140	MCT	GH
MCTs03	GH141	MCT	GH
MCTs03	GH142	MCT	GH
MCTs03	GH144	MCT	GH
MCTs03	GH145	MCT	GH
MCTs03	GH15	MCT	GH
MCTs03	GH16	MCT	GH
MCTs03	GH18	MCT	GH
MCTs03	GH2	MCT	GH
MCTs03	GH20	MCT	GH
MCTs03	GH23	MCT	GH
MCTs03	GH24	MCT	GH
MCTs03	GH25	MCT	GH
MCTs03	GH26	MCT	GH
MCTs03	GH27	MCT	GH
MCTs03	GH28	MCT	GH
MCTs03	GH29	MCT	GH
MCTs03	GH3	MCT	GH
MCTs03	GH30	MCT	GH
MCTs03	GH31	MCT	GH
MCTs03	GH32	MCT	GH
MCTs03	GH33	MCT	GH
MCTs03	GH35	MCT	GH
MCTs03	GH36	MCT	GH
MCTs03	GH37	MCT	GH
MCTs03	GH38	MCT	GH
MCTs03	GH4	MCT	GH
MCTs03	GH42	MCT	GH
MCTs03	GH43	MCT	GH
MCTs03	GH5	MCT	GH
MCTs03	GH50	MCT	GH
MCTs03	GH51	MCT	GH
MCTs03	GH53	MCT	GH
MCTs03	GH55	MCT	GH
MCTs03	GH57	MCT	GH
MCTs03	GH63	MCT	GH
MCTs03	GH65	MCT	GH
MCTs03	GH66	MCT	GH
MCTs03	GH67	MCT	GH
MCTs03	GH73	MCT	GH
MCTs03	GH74	MCT	GH
MCTs03	GH76	MCT	GH
MCTs03	GH77	MCT	GH
MCTs03	GH78	MCT	GH
MCTs03	GH84	MCT	GH
MCTs03	GH88	MCT	GH
MCTs03	GH89	MCT	GH
MCTs03	GH9	MCT	GH
MCTs03	GH92	MCT	GH
MCTs03	GH93	MCT	GH
MCTs03	GH94	MCT	GH
MCTs03	GH95	MCT	GH
MCTs03	GH97	MCT	GH
MCTs03	GT14	MCT	GT
MCTs03	GT19	MCT	GT
MCTs03	GT2	MCT	GT
MCTs03	GT20	MCT	GT
MCTs03	GT21	MCT	GT
MCTs03	GT23	MCT	GT
MCTs03	GT27	MCT	GT
MCTs03	GT28	MCT	GT
MCTs03	GT3	MCT	GT
MCTs03	GT30	MCT	GT
MCTs03	GT35	MCT	GT
MCTs03	GT4	MCT	GT
MCTs03	GT5	MCT	GT
MCTs03	GT51	MCT	GT
MCTs03	GT8	MCT	GT
MCTs03	GT83	MCT	GT
MCTs03	GT9	MCT	GT
MCTs03	PL1	MCT	PL
MCTs03	PL10	MCT	PL
MCTs03	PL11	MCT	PL
MCTs03	PL12	MCT	PL
MCTs03	PL13	MCT	PL
MCTs03	PL15	MCT	PL
MCTs03	PL17	MCT	PL
MCTs03	PL21	MCT	PL
MCTs03	PL22	MCT	PL
MCTs03	PL27	MCT	PL
MCTs03	PL6	MCT	PL
MCTs03	PL8	MCT	PL
MCTs03	PL9	MCT	PL
MCTs28	CBM13	MCT	CBM
MCTs28	CBM16	MCT	CBM
MCTs28	CBM2	MCT	CBM
MCTs28	CBM20	MCT	CBM
MCTs28	CBM22	MCT	CBM
MCTs28	CBM23	MCT	CBM
MCTs28	CBM25	MCT	CBM
MCTs28	CBM26	MCT	CBM
MCTs28	CBM30	MCT	CBM
MCTs28	CBM32	MCT	CBM
MCTs28	CBM34	MCT	CBM
MCTs28	CBM35	MCT	CBM
MCTs28	CBM37	MCT	CBM
MCTs28	CBM4	MCT	CBM
MCTs28	CBM41	MCT	CBM
MCTs28	CBM44	MCT	CBM
MCTs28	CBM46	MCT	CBM
MCTs28	CBM48	MCT	CBM
MCTs28	CBM5	MCT	CBM
MCTs28	CBM50	MCT	CBM
MCTs28	CBM51	MCT	CBM
MCTs28	CBM54	MCT	CBM
MCTs28	CBM57	MCT	CBM
MCTs28	CBM6	MCT	CBM
MCTs28	CBM61	MCT	CBM
MCTs28	CBM65	MCT	CBM
MCTs28	CBM66	MCT	CBM
MCTs28	CBM67	MCT	CBM
MCTs28	CBM74	MCT	CBM
MCTs28	CBM9	MCT	CBM
MCTs28	AA6	MCT	AA
MCTs28	CE1	MCT	CE
MCTs28	CE10	MCT	CE
MCTs28	CE11	MCT	CE
MCTs28	CE12	MCT	CE
MCTs28	CE14	MCT	CE
MCTs28	CE15	MCT	CE
MCTs28	CE2	MCT	CE
MCTs28	CE3	MCT	CE
MCTs28	CE4	MCT	CE
MCTs28	CE6	MCT	CE
MCTs28	CE7	MCT	CE
MCTs28	CE8	MCT	CE
MCTs28	CE9	MCT	CE
MCTs28	GH1	MCT	GH
MCTs28	GH10	MCT	GH
MCTs28	GH105	MCT	GH
MCTs28	GH106	MCT	GH
MCTs28	GH108	MCT	GH
MCTs28	GH109	MCT	GH
MCTs28	GH110	MCT	GH
MCTs28	GH112	MCT	GH
MCTs28	GH115	MCT	GH
MCTs28	GH120	MCT	GH
MCTs28	GH121	MCT	GH
MCTs28	GH123	MCT	GH
MCTs28	GH125	MCT	GH
MCTs28	GH127	MCT	GH
MCTs28	GH129	MCT	GH
MCTs28	GH13	MCT	GH
MCTs28	GH130	MCT	GH
MCTs28	GH133	MCT	GH
MCTs28	GH137	MCT	GH
MCTs28	GH138	MCT	GH
MCTs28	GH139	MCT	GH
MCTs28	GH140	MCT	GH
MCTs28	GH142	MCT	GH
MCTs28	GH143	MCT	GH
MCTs28	GH144	MCT	GH
MCTs28	GH145	MCT	GH
MCTs28	GH15	MCT	GH
MCTs28	GH16	MCT	GH
MCTs28	GH18	MCT	GH
MCTs28	GH2	MCT	GH
MCTs28	GH20	MCT	GH
MCTs28	GH23	MCT	GH
MCTs28	GH24	MCT	GH
MCTs28	GH25	MCT	GH
MCTs28	GH26	MCT	GH
MCTs28	GH27	MCT	GH
MCTs28	GH28	MCT	GH
MCTs28	GH29	MCT	GH
MCTs28	GH3	MCT	GH
MCTs28	GH30	MCT	GH
MCTs28	GH31	MCT	GH
MCTs28	GH32	MCT	GH
MCTs28	GH33	MCT	GH
MCTs28	GH35	MCT	GH
MCTs28	GH36	MCT	GH
MCTs28	GH37	MCT	GH
MCTs28	GH38	MCT	GH
MCTs28	GH39	MCT	GH
MCTs28	GH4	MCT	GH
MCTs28	GH42	MCT	GH
MCTs28	GH43	MCT	GH
MCTs28	GH5	MCT	GH
MCTs28	GH51	MCT	GH
MCTs28	GH53	MCT	GH
MCTs28	GH57	MCT	GH
MCTs28	GH63	MCT	GH
MCTs28	GH65	MCT	GH
MCTs28	GH67	MCT	GH
MCTs28	GH73	MCT	GH
MCTs28	GH76	MCT	GH
MCTs28	GH77	MCT	GH
MCTs28	GH78	MCT	GH
MCTs28	GH8	MCT	GH
MCTs28	GH84	MCT	GH
MCTs28	GH88	MCT	GH
MCTs28	GH89	MCT	GH
MCTs28	GH9	MCT	GH
MCTs28	GH92	MCT	GH
MCTs28	GH94	MCT	GH
MCTs28	GH95	MCT	GH
MCTs28	GH97	MCT	GH
MCTs28	GH99	MCT	GH
MCTs28	GT1	MCT	GT
MCTs28	GT10	MCT	GT
MCTs28	GT14	MCT	GT
MCTs28	GT19	MCT	GT
MCTs28	GT2	MCT	GT
MCTs28	GT26	MCT	GT
MCTs28	GT27	MCT	GT
MCTs28	GT28	MCT	GT
MCTs28	GT3	MCT	GT
MCTs28	GT30	MCT	GT
MCTs28	GT31	MCT	GT
MCTs28	GT32	MCT	GT
MCTs28	GT35	MCT	GT
MCTs28	GT39	MCT	GT
MCTs28	GT4	MCT	GT
MCTs28	GT5	MCT	GT
MCTs28	GT51	MCT	GT
MCTs28	GT8	MCT	GT
MCTs28	GT83	MCT	GT
MCTs28	GT9	MCT	GT
MCTs28	GT90	MCT	GT
MCTs28	PL1	MCT	PL
MCTs28	PL11	MCT	PL
MCTs28	PL25	MCT	PL
MCTs28	PL26	MCT	PL
MCTs28	PL27	MCT	PL
MCTs28	PL8	MCT	PL
MCTs27	CBM12	MCT	CBM
MCTs27	CBM13	MCT	CBM
MCTs27	CBM16	MCT	CBM
MCTs27	CBM2	MCT	CBM
MCTs27	CBM20	MCT	CBM
MCTs27	CBM22	MCT	CBM
MCTs27	CBM26	MCT	CBM
MCTs27	CBM30	MCT	CBM
MCTs27	CBM32	MCT	CBM
MCTs27	CBM34	MCT	CBM
MCTs27	CBM35	MCT	CBM
MCTs27	CBM37	MCT	CBM
MCTs27	CBM38	MCT	CBM
MCTs27	CBM4	MCT	CBM
MCTs27	CBM40	MCT	CBM
MCTs27	CBM44	MCT	CBM
MCTs27	CBM48	MCT	CBM
MCTs27	CBM50	MCT	CBM
MCTs27	CBM51	MCT	CBM
MCTs27	CBM57	MCT	CBM
MCTs27	CBM6	MCT	CBM
MCTs27	CBM62	MCT	CBM
MCTs27	CBM66	MCT	CBM
MCTs27	CBM67	MCT	CBM
MCTs27	CBM9	MCT	CBM
MCTs27	AA6	MCT	AA
MCTs27	CE1	MCT	CE
MCTs27	CE10	MCT	CE
MCTs27	CE11	MCT	CE
MCTs27	CE12	MCT	CE
MCTs27	CE14	MCT	CE
MCTs27	CE15	MCT	CE
MCTs27	CE2	MCT	CE
MCTs27	CE3	MCT	CE
MCTs27	CE4	MCT	CE
MCTs27	CE6	MCT	CE
MCTs27	CE7	MCT	CE
MCTs27	CE8	MCT	CE
MCTs27	CE9	MCT	CE
MCTs27	GH1	MCT	GH
MCTs27	GH10	MCT	GH
MCTs27	GH102	MCT	GH
MCTs27	GH105	MCT	GH
MCTs27	GH106	MCT	GH
MCTs27	GH108	MCT	GH
MCTs27	GH109	MCT	GH
MCTs27	GH110	MCT	GH
MCTs27	GH112	MCT	GH
MCTs27	GH115	MCT	GH
MCTs27	GH116	MCT	GH
MCTs27	GH117	MCT	GH
MCTs27	GH123	MCT	GH
MCTs27	GH125	MCT	GH
MCTs27	GH127	MCT	GH
MCTs27	GH128	MCT	GH
MCTs27	GH13	MCT	GH
MCTs27	GH130	MCT	GH
MCTs27	GH133	MCT	GH
MCTs27	GH136	MCT	GH
MCTs27	GH137	MCT	GH
MCTs27	GH139	MCT	GH
MCTs27	GH140	MCT	GH
MCTs27	GH141	MCT	GH
MCTs27	GH142	MCT	GH
MCTs27	GH143	MCT	GH
MCTs27	GH144	MCT	GH
MCTs27	GH145	MCT	GH
MCTs27	GH15	MCT	GH
MCTs27	GH16	MCT	GH
MCTs27	GH18	MCT	GH
MCTs27	GH2	MCT	GH
MCTs27	GH20	MCT	GH
MCTs27	GH23	MCT	GH
MCTs27	GH24	MCT	GH
MCTs27	GH25	MCT	GH
MCTs27	GH26	MCT	GH
MCTs27	GH27	MCT	GH
MCTs27	GH28	MCT	GH
MCTs27	GH29	MCT	GH
MCTs27	GH3	MCT	GH
MCTs27	GH30	MCT	GH
MCTs27	GH31	MCT	GH
MCTs27	GH32	MCT	GH
MCTs27	GH33	MCT	GH
MCTs27	GH35	MCT	GH
MCTs27	GH36	MCT	GH
MCTs27	GH38	MCT	GH
MCTs27	GH39	MCT	GH
MCTs27	GH4	MCT	GH
MCTs27	GH42	MCT	GH
MCTs27	GH43	MCT	GH
MCTs27	GH5	MCT	GH
MCTs27	GH50	MCT	GH
MCTs27	GH51	MCT	GH
MCTs27	GH53	MCT	GH
MCTs27	GH55	MCT	GH
MCTs27	GH57	MCT	GH
MCTs27	GH59	MCT	GH
MCTs27	GH63	MCT	GH
MCTs27	GH65	MCT	GH
MCTs27	GH66	MCT	GH
MCTs27	GH67	MCT	GH
MCTs27	GH73	MCT	GH
MCTs27	GH74	MCT	GH
MCTs27	GH76	MCT	GH
MCTs27	GH77	MCT	GH
MCTs27	GH78	MCT	GH
MCTs27	GH8	MCT	GH
MCTs27	GH84	MCT	GH
MCTs27	GH85	MCT	GH
MCTs27	GH88	MCT	GH
MCTs27	GH89	MCT	GH
MCTs27	GH9	MCT	GH
MCTs27	GH92	MCT	GH
MCTs27	GH94	MCT	GH
MCTs27	GH95	MCT	GH
MCTs27	GH97	MCT	GH
MCTs27	GH99	MCT	GH
MCTs27	GT101	MCT	GT
MCTs27	GT11	MCT	GT
MCTs27	GT14	MCT	GT
MCTs27	GT19	MCT	GT
MCTs27	GT2	MCT	GT
MCTs27	GT21	MCT	GT
MCTs27	GT26	MCT	GT
MCTs27	GT27	MCT	GT
MCTs27	GT28	MCT	GT
MCTs27	GT3	MCT	GT
MCTs27	GT30	MCT	GT
MCTs27	GT31	MCT	GT
MCTs27	GT32	MCT	GT
MCTs27	GT35	MCT	GT
MCTs27	GT4	MCT	GT
MCTs27	GT5	MCT	GT
MCTs27	GT51	MCT	GT
MCTs27	GT8	MCT	GT
MCTs27	GT83	MCT	GT
MCTs27	GT9	MCT	GT
MCTs27	GT90	MCT	GT
MCTs27	PL1	MCT	PL
MCTs27	PL10	MCT	PL
MCTs27	PL11	MCT	PL
MCTs27	PL12	MCT	PL
MCTs27	PL13	MCT	PL
MCTs27	PL15	MCT	PL
MCTs27	PL17	MCT	PL
MCTs27	PL21	MCT	PL
MCTs27	PL22	MCT	PL
MCTs27	PL26	MCT	PL
MCTs27	PL27	MCT	PL
MCTs27	PL6	MCT	PL
MCTs27	PL8	MCT	PL
MCTs26	CBM13	MCT	CBM
MCTs26	CBM16	MCT	CBM
MCTs26	CBM20	MCT	CBM
MCTs26	CBM22	MCT	CBM
MCTs26	CBM23	MCT	CBM
MCTs26	CBM25	MCT	CBM
MCTs26	CBM26	MCT	CBM
MCTs26	CBM30	MCT	CBM
MCTs26	CBM31	MCT	CBM
MCTs26	CBM32	MCT	CBM
MCTs26	CBM34	MCT	CBM
MCTs26	CBM35	MCT	CBM
MCTs26	CBM37	MCT	CBM
MCTs26	CBM38	MCT	CBM
MCTs26	CBM4	MCT	CBM
MCTs26	CBM41	MCT	CBM
MCTs26	CBM44	MCT	CBM
MCTs26	CBM46	MCT	CBM
MCTs26	CBM48	MCT	CBM
MCTs26	CBM50	MCT	CBM
MCTs26	CBM51	MCT	CBM
MCTs26	CBM54	MCT	CBM
MCTs26	CBM57	MCT	CBM
MCTs26	CBM58	MCT	CBM
MCTs26	CBM6	MCT	CBM
MCTs26	CBM62	MCT	CBM
MCTs26	CBM66	MCT	CBM
MCTs26	CBM67	MCT	CBM
MCTs26	CBM9	MCT	CBM
MCTs26	AA6	MCT	AA
MCTs26	CE1	MCT	CE
MCTs26	CE10	MCT	CE
MCTs26	CE11	MCT	CE
MCTs26	CE12	MCT	CE
MCTs26	CE14	MCT	CE
MCTs26	CE15	MCT	CE
MCTs26	CE2	MCT	CE
MCTs26	CE3	MCT	CE
MCTs26	CE4	MCT	CE
MCTs26	CE6	MCT	CE
MCTs26	CE7	MCT	CE
MCTs26	CE8	MCT	CE
MCTs26	CE9	MCT	CE
MCTs26	GH1	MCT	GH
MCTs26	GH10	MCT	GH
MCTs26	GH102	MCT	GH
MCTs26	GH105	MCT	GH
MCTs26	GH106	MCT	GH
MCTs26	GH108	MCT	GH
MCTs26	GH109	MCT	GH
MCTs26	GH110	MCT	GH
MCTs26	GH112	MCT	GH
MCTs26	GH113	MCT	GH
MCTs26	GH115	MCT	GH
MCTs26	GH116	MCT	GH
MCTs26	GH117	MCT	GH
MCTs26	GH120	MCT	GH
MCTs26	GH123	MCT	GH
MCTs26	GH125	MCT	GH
MCTs26	GH127	MCT	GH
MCTs26	GH13	MCT	GH
MCTs26	GH130	MCT	GH
MCTs26	GH133	MCT	GH
MCTs26	GH136	MCT	GH
MCTs26	GH137	MCT	GH
MCTs26	GH138	MCT	GH
MCTs26	GH139	MCT	GH
MCTs26	GH140	MCT	GH
MCTs26	GH141	MCT	GH
MCTs26	GH144	MCT	GH
MCTs26	GH145	MCT	GH
MCTs26	GH15	MCT	GH
MCTs26	GH16	MCT	GH
MCTs26	GH18	MCT	GH
MCTs26	GH2	MCT	GH
MCTs26	GH20	MCT	GH
MCTs26	GH23	MCT	GH
MCTs26	GH24	MCT	GH
MCTs26	GH25	MCT	GH
MCTs26	GH26	MCT	GH
MCTs26	GH27	MCT	GH
MCTs26	GH28	MCT	GH
MCTs26	GH29	MCT	GH
MCTs26	GH3	MCT	GH
MCTs26	GH30	MCT	GH
MCTs26	GH31	MCT	GH
MCTs26	GH32	MCT	GH
MCTs26	GH33	MCT	GH
MCTs26	GH35	MCT	GH
MCTs26	GH36	MCT	GH
MCTs26	GH38	MCT	GH
MCTs26	GH4	MCT	GH
MCTs26	GH42	MCT	GH
MCTs26	GH43	MCT	GH
MCTs26	GH5	MCT	GH
MCTs26	GH51	MCT	GH
MCTs26	GH53	MCT	GH
MCTs26	GH57	MCT	GH
MCTs26	GH63	MCT	GH
MCTs26	GH65	MCT	GH
MCTs26	GH66	MCT	GH
MCTs26	GH67	MCT	GH
MCTs26	GH73	MCT	GH
MCTs26	GH74	MCT	GH
MCTs26	GH76	MCT	GH
MCTs26	GH77	MCT	GH
MCTs26	GH78	MCT	GH
MCTs26	GH8	MCT	GH
MCTs26	GH84	MCT	GH
MCTs26	GH85	MCT	GH
MCTs26	GH88	MCT	GH
MCTs26	GH89	MCT	GH
MCTs26	GH9	MCT	GH
MCTs26	GH92	MCT	GH
MCTs26	GH94	MCT	GH
MCTs26	GH95	MCT	GH
MCTs26	GH97	MCT	GH
MCTs26	GH99	MCT	GH
MCTs26	GT14	MCT	GT
MCTs26	GT19	MCT	GT
MCTs26	GT2	MCT	GT
MCTs26	GT20	MCT	GT
MCTs26	GT21	MCT	GT
MCTs26	GT23	MCT	GT
MCTs26	GT26	MCT	GT
MCTs26	GT27	MCT	GT
MCTs26	GT28	MCT	GT
MCTs26	GT3	MCT	GT
MCTs26	GT30	MCT	GT
MCTs26	GT32	MCT	GT
MCTs26	GT35	MCT	GT
MCTs26	GT4	MCT	GT
MCTs26	GT5	MCT	GT
MCTs26	GT51	MCT	GT
MCTs26	GT8	MCT	GT
MCTs26	GT81	MCT	GT
MCTs26	GT83	MCT	GT
MCTs26	GT9	MCT	GT
MCTs26	GT90	MCT	GT
MCTs26	PL1	MCT	PL
MCTs26	PL10	MCT	PL
MCTs26	PL11	MCT	PL
MCTs26	PL12	MCT	PL
MCTs26	PL13	MCT	PL
MCTs26	PL15	MCT	PL
MCTs26	PL17	MCT	PL
MCTs26	PL21	MCT	PL
MCTs26	PL22	MCT	PL
MCTs26	PL26	MCT	PL
MCTs26	PL27	MCT	PL
MCTs26	PL8	MCT	PL
MCTs26	PL9	MCT	PL
MCTs25	CBM13	MCT	CBM
MCTs25	CBM16	MCT	CBM
MCTs25	CBM20	MCT	CBM
MCTs25	CBM22	MCT	CBM
MCTs25	CBM30	MCT	CBM
MCTs25	CBM32	MCT	CBM
MCTs25	CBM34	MCT	CBM
MCTs25	CBM35	MCT	CBM
MCTs25	CBM38	MCT	CBM
MCTs25	CBM40	MCT	CBM
MCTs25	CBM48	MCT	CBM
MCTs25	CBM50	MCT	CBM
MCTs25	CBM51	MCT	CBM
MCTs25	CBM56	MCT	CBM
MCTs25	CBM57	MCT	CBM
MCTs25	CBM58	MCT	CBM
MCTs25	CBM6	MCT	CBM
MCTs25	CBM61	MCT	CBM
MCTs25	CBM62	MCT	CBM
MCTs25	CBM66	MCT	CBM
MCTs25	CBM67	MCT	CBM
MCTs25	CBM9	MCT	CBM
MCTs25	AA6	MCT	AA
MCTs25	CE1	MCT	CE
MCTs25	CE10	MCT	CE
MCTs25	CE11	MCT	CE
MCTs25	CE12	MCT	CE
MCTs25	CE14	MCT	CE
MCTs25	CE15	MCT	CE
MCTs25	CE2	MCT	CE
MCTs25	CE3	MCT	CE
MCTs25	CE4	MCT	CE
MCTs25	CE6	MCT	CE
MCTs25	CE7	MCT	CE
MCTs25	CE8	MCT	CE
MCTs25	CE9	MCT	CE
MCTs25	GH1	MCT	GH
MCTs25	GH10	MCT	GH
MCTs25	GH105	MCT	GH
MCTs25	GH106	MCT	GH
MCTs25	GH108	MCT	GH
MCTs25	GH109	MCT	GH
MCTs25	GH110	MCT	GH
MCTs25	GH112	MCT	GH
MCTs25	GH115	MCT	GH
MCTs25	GH116	MCT	GH
MCTs25	GH117	MCT	GH
MCTs25	GH123	MCT	GH
MCTs25	GH125	MCT	GH
MCTs25	GH127	MCT	GH
MCTs25	GH128	MCT	GH
MCTs25	GH13	MCT	GH
MCTs25	GH130	MCT	GH
MCTs25	GH133	MCT	GH
MCTs25	GH136	MCT	GH
MCTs25	GH137	MCT	GH
MCTs25	GH138	MCT	GH
MCTs25	GH139	MCT	GH
MCTs25	GH140	MCT	GH
MCTs25	GH141	MCT	GH
MCTs25	GH142	MCT	GH
MCTs25	GH143	MCT	GH
MCTs25	GH144	MCT	GH
MCTs25	GH145	MCT	GH
MCTs25	GH15	MCT	GH
MCTs25	GH16	MCT	GH
MCTs25	GH18	MCT	GH
MCTs25	GH2	MCT	GH
MCTs25	GH20	MCT	GH
MCTs25	GH23	MCT	GH
MCTs25	GH24	MCT	GH
MCTs25	GH25	MCT	GH
MCTs25	GH26	MCT	GH
MCTs25	GH27	MCT	GH
MCTs25	GH28	MCT	GH
MCTs25	GH29	MCT	GH
MCTs25	GH3	MCT	GH
MCTs25	GH30	MCT	GH
MCTs25	GH31	MCT	GH
MCTs25	GH32	MCT	GH
MCTs25	GH33	MCT	GH
MCTs25	GH35	MCT	GH
MCTs25	GH36	MCT	GH
MCTs25	GH38	MCT	GH
MCTs25	GH4	MCT	GH
MCTs25	GH42	MCT	GH
MCTs25	GH43	MCT	GH
MCTs25	GH5	MCT	GH
MCTs25	GH51	MCT	GH
MCTs25	GH53	MCT	GH
MCTs25	GH55	MCT	GH
MCTs25	GH57	MCT	GH
MCTs25	GH63	MCT	GH
MCTs25	GH65	MCT	GH
MCTs25	GH66	MCT	GH
MCTs25	GH67	MCT	GH
MCTs25	GH73	MCT	GH
MCTs25	GH74	MCT	GH
MCTs25	GH76	MCT	GH
MCTs25	GH77	MCT	GH
MCTs25	GH78	MCT	GH
MCTs25	GH8	MCT	GH
MCTs25	GH84	MCT	GH
MCTs25	GH88	MCT	GH
MCTs25	GH89	MCT	GH
MCTs25	GH9	MCT	GH
MCTs25	GH92	MCT	GH
MCTs25	GH94	MCT	GH
MCTs25	GH95	MCT	GH
MCTs25	GH97	MCT	GH
MCTs25	GH98	MCT	GH
MCTs25	GT101	MCT	GT
MCTs25	GT14	MCT	GT
MCTs25	GT19	MCT	GT
MCTs25	GT2	MCT	GT
MCTs25	GT20	MCT	GT
MCTs25	GT21	MCT	GT
MCTs25	GT26	MCT	GT
MCTs25	GT27	MCT	GT
MCTs25	GT28	MCT	GT
MCTs25	GT3	MCT	GT
MCTs25	GT30	MCT	GT
MCTs25	GT32	MCT	GT
MCTs25	GT35	MCT	GT
MCTs25	GT4	MCT	GT
MCTs25	GT5	MCT	GT
MCTs25	GT51	MCT	GT
MCTs25	GT6	MCT	GT
MCTs25	GT8	MCT	GT
MCTs25	GT83	MCT	GT
MCTs25	GT9	MCT	GT
MCTs25	GT90	MCT	GT
MCTs25	PL1	MCT	PL
MCTs25	PL10	MCT	PL
MCTs25	PL11	MCT	PL
MCTs25	PL12	MCT	PL
MCTs25	PL13	MCT	PL
MCTs25	PL15	MCT	PL
MCTs25	PL17	MCT	PL
MCTs25	PL21	MCT	PL
MCTs25	PL22	MCT	PL
MCTs25	PL26	MCT	PL
MCTs25	PL27	MCT	PL
MCTs25	PL8	MCT	PL
MCTs24	CBM16	MCT	CBM
MCTs24	CBM20	MCT	CBM
MCTs24	CBM22	MCT	CBM
MCTs24	CBM25	MCT	CBM
MCTs24	CBM26	MCT	CBM
MCTs24	CBM30	MCT	CBM
