#queryid	MCT.f.0069	MCT.f.0070	MCT.f.0071	MCT.f.0072	MCT.f.0074	MCT.f.0075	taxonomy
cazy_0096_gene_1735	0.0	11.0	11.0	2.0	8.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0214_gene_3119	17.0	11.0	9.0	38.0	5.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0295_gene_4154	15.0	5.0	18.0	34.0	5.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH105
cazy_0088_gene_1556	41.0	16.0	50.0	70.0	18.0	45.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0242_gene_3450	20.0	7.0	11.0	38.0	4.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH106
cazy_0017_gene_1049	4.0	5.0	4.0	26.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0039_gene_1085	16.0	4.0	12.0	9.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0045_gene_11064	0.0	1.0	1.0	1.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0075_gene_1309	6.0	4.0	5.0	12.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0379_gene_5030	3.0	0.0	0.0	7.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0422_gene_5649	0.0	3.0	3.0	2.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0488_gene_6816	1.0	2.0	3.0	10.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0529_gene_7639	6.0	6.0	6.0	15.0	4.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0547_gene_8044	4.0	2.0	4.0	11.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0551_gene_8156	5.0	3.0	2.0	11.0	4.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0553_gene_8171	2.0	5.0	7.0	10.0	2.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0557_gene_8268	2.0	1.0	3.0	6.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0558_gene_8282	9.0	4.0	11.0	21.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0577_gene_8685	0.0	3.0	1.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0582_gene_8759	6.0	0.0	2.0	6.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0584_gene_8905	7.0	3.0	2.0	5.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0635_gene_9732	5.0	1.0	0.0	11.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0639_gene_9830	1.0	3.0	3.0	5.0	3.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH109
cazy_0519_gene_7310	9.0	6.0	8.0	13.0	2.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH110
cazy_0389_gene_5250	24.0	15.0	30.0	53.0	7.0	31.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH115
cazy_0240_gene_3416	18.0	6.0	14.0	50.0	10.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH116
cazy_0160_gene_2462	3.0	1.0	3.0	14.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH117
cazy_0310_gene_426	9.0	6.0	14.0	25.0	5.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH117
cazy_0428_gene_5755	20.0	14.0	10.0	25.0	11.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH123
cazy_0427_gene_5750	6.0	9.0	9.0	38.0	6.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH125
cazy_0466_gene_6292	22.0	20.0	19.0	48.0	6.0	18.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH125
cazy_0231_gene_3391	28.0	22.0	32.0	48.0	8.0	33.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0257_gene_365	50.0	32.0	55.0	76.0	18.0	66.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0569_gene_853	20.0	13.0	25.0	68.0	11.0	49.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0606_gene_930	32.0	28.0	56.0	73.0	11.0	43.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH127
cazy_0018_gene_10500	3.0	2.0	1.0	3.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0059_gene_11665	0.0	6.0	4.0	4.0	5.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0062_gene_11802	0.0	9.0	8.0	1.0	3.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0087_gene_1522	12.0	5.0	9.0	22.0	1.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0155_gene_2396	12.0	13.0	16.0	20.0	3.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0164_gene_2565	0.0	23.0	5.0	7.0	2.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0304_gene_4239	8.0	3.0	1.0	5.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0320_gene_4353	27.0	10.0	22.0	60.0	15.0	31.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0406_gene_5513	7.0	2.0	5.0	4.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0416_gene_5599	1.0	14.0	7.0	3.0	7.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0535_gene_7853	0.0	3.0	5.0	2.0	3.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0549_gene_8051	0.0	8.0	5.0	7.0	5.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0578_gene_8693	10.0	0.0	3.0	13.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0593_gene_9086	13.0	4.0	6.0	32.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH13
cazy_0014_gene_10270	12.0	2.0	5.0	15.0	5.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0038_gene_1084	20.0	12.0	14.0	26.0	3.0	26.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0066_gene_12046	10.0	5.0	5.0	16.0	3.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0078_gene_1331	14.0	11.0	25.0	61.0	7.0	36.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0607_gene_9328	29.0	23.0	47.0	47.0	15.0	40.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH130
cazy_0194_gene_2912	8.0	7.0	10.0	12.0	1.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0400_gene_5413	20.0	14.0	26.0	60.0	8.0	31.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0646_gene_9977	2.0	2.0	0.0	0.0	13.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH133
cazy_0566_gene_8397	19.0	6.0	18.0	35.0	2.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH136
cazy_0101_gene_1785	20.0	18.0	23.0	55.0	14.0	41.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH137
cazy_0247_gene_3538	34.0	26.0	62.0	75.0	10.0	50.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH138
cazy_0369_gene_4876	37.0	19.0	38.0	56.0	6.0	41.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH139
cazy_0512_gene_7142	19.0	6.0	3.0	26.0	5.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH139
cazy_0526_gene_7555	26.0	15.0	40.0	49.0	12.0	38.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH140
cazy_0554_gene_8187	9.0	3.0	10.0	28.0	4.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH140
cazy_0055_gene_11592	8.0	6.0	11.0	24.0	4.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH141
cazy_0253_gene_3591	18.0	3.0	6.0	17.0	2.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH141
cazy_0256_gene_364	28.0	17.0	29.0	50.0	14.0	29.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH141
cazy_0174_gene_2680	20.0	10.0	23.0	44.0	5.0	24.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH142
cazy_0173_gene_2680	21.0	16.0	34.0	39.0	8.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH143
cazy_0077_gene_1329	25.0	24.0	34.0	88.0	29.0	46.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH144
cazy_0496_gene_688	25.0	16.0	33.0	75.0	16.0	42.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH144
cazy_0515_gene_7190	24.0	4.0	14.0	20.0	5.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH144
cazy_0590_gene_9012	19.0	2.0	14.0	35.0	8.0	26.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH144
cazy_0294_gene_4153	19.0	16.0	26.0	57.0	11.0	39.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH145
cazy_0476_gene_6566	11.0	2.0	4.0	10.0	1.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH145
cazy_0565_gene_8384	27.0	21.0	38.0	47.0	13.0	39.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH145
cazy_0528_gene_7573	5.0	3.0	5.0	16.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH15
cazy_0007_gene_10168	12.0	4.0	10.0	21.0	1.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0337_gene_4567	5.0	3.0	8.0	19.0	2.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0380_gene_5037	8.0	4.0	10.0	34.0	9.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0473_gene_6407	11.0	5.0	12.0	43.0	7.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH18
cazy_0004_gene_1002	22.0	17.0	22.0	50.0	5.0	41.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0072_gene_1239	47.0	25.0	39.0	171.0	21.0	96.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0094_gene_1695	0.0	14.0	24.0	8.0	10.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0098_gene_1744	42.0	30.0	34.0	58.0	6.0	37.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0104_gene_1837	31.0	18.0	36.0	118.0	24.0	60.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0105_gene_1852	52.0	14.0	45.0	90.0	10.0	74.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0133_gene_2158	46.0	33.0	50.0	155.0	22.0	75.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0138_gene_2227	43.0	32.0	82.0	116.0	15.0	63.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0159_gene_2461	44.0	17.0	22.0	102.0	12.0	45.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0188_gene_2877	49.0	33.0	51.0	157.0	24.0	92.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0198_gene_2935	12.0	14.0	19.0	59.0	8.0	24.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0201_gene_3002	28.0	18.0	24.0	48.0	9.0	31.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0203_gene_3035	18.0	4.0	6.0	25.0	7.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0211_gene_3082	45.0	20.0	53.0	119.0	32.0	46.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0234_gene_3403	42.0	23.0	49.0	72.0	11.0	41.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0241_gene_3435	30.0	13.0	32.0	59.0	10.0	39.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0244_gene_3489	29.0	8.0	22.0	44.0	8.0	31.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0260_gene_3711	24.0	12.0	36.0	48.0	4.0	42.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0261_gene_3740	18.0	20.0	34.0	45.0	6.0	29.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0263_gene_3746	25.0	7.0	13.0	35.0	6.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0269_gene_3843	27.0	13.0	21.0	59.0	11.0	28.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0276_gene_3919	28.0	20.0	21.0	89.0	14.0	36.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0278_gene_3949	20.0	12.0	36.0	56.0	4.0	37.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0285_gene_403	29.0	8.0	25.0	100.0	20.0	55.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0288_gene_4080	34.0	14.0	39.0	64.0	11.0	46.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0290_gene_4115	50.0	49.0	75.0	90.0	26.0	79.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0312_gene_4272	0.0	25.0	27.0	15.0	13.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0359_gene_4791	0.0	7.0	17.0	7.0	9.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0367_gene_4859	15.0	8.0	11.0	20.0	3.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0376_gene_4999	2.0	5.0	7.0	4.0	3.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0395_gene_5331	22.0	5.0	7.0	19.0	2.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0399_gene_5394	24.0	7.0	8.0	29.0	7.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0420_gene_5621	25.0	6.0	18.0	33.0	3.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0434_gene_5825	33.0	24.0	50.0	79.0	14.0	60.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0439_gene_591	57.0	43.0	67.0	200.0	44.0	118.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0442_gene_5931	27.0	11.0	27.0	42.0	4.0	25.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0467_gene_632	52.0	35.0	38.0	143.0	28.0	74.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0491_gene_682	41.0	28.0	37.0	130.0	16.0	76.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0498_gene_690	49.0	33.0	43.0	154.0	23.0	71.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0509_gene_7054	17.0	12.0	19.0	23.0	5.0	25.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0537_gene_789	24.0	9.0	14.0	67.0	9.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0638_gene_982	31.0	26.0	27.0	118.0	30.0	50.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH2
cazy_0126_gene_2091	12.0	5.0	9.0	19.0	5.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0148_gene_2362	8.0	0.0	3.0	15.0	3.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0210_gene_3080	14.0	10.0	13.0	35.0	3.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0219_gene_3234	15.0	15.0	15.0	45.0	6.0	27.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0322_gene_4378	22.0	6.0	25.0	81.0	16.0	32.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0336_gene_4547	20.0	2.0	5.0	14.0	4.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0347_gene_4644	15.0	3.0	5.0	12.0	1.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0388_gene_5246	10.0	2.0	10.0	20.0	5.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0393_gene_5286	20.0	12.0	16.0	35.0	2.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0396_gene_5345	9.0	5.0	11.0	27.0	0.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0411_gene_5563	18.0	5.0	10.0	12.0	3.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0424_gene_5669	17.0	1.0	12.0	19.0	5.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0470_gene_6357	11.0	3.0	1.0	18.0	4.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0484_gene_6753	11.0	3.0	4.0	10.0	2.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0492_gene_6835	13.0	10.0	16.0	35.0	15.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0534_gene_7749	12.0	8.0	22.0	39.0	3.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0541_gene_7950	18.0	10.0	7.0	13.0	8.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0574_gene_8634	5.0	3.0	3.0	29.0	3.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0576_gene_8664	10.0	1.0	4.0	7.0	2.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH20
cazy_0008_gene_10181	0.0	1.0	2.0	0.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0243_gene_3467	6.0	1.0	3.0	12.0	4.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0447_gene_5967	2.0	2.0	2.0	6.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0564_gene_836	5.0	6.0	4.0	21.0	1.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0596_gene_9125	9.0	5.0	5.0	9.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0617_gene_9501	0.0	2.0	5.0	2.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0621_gene_957	4.0	1.0	1.0	4.0	2.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH23
cazy_0032_gene_10683	5.0	1.0	3.0	3.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH24
cazy_0107_gene_1908	7.0	4.0	5.0	11.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH24
cazy_0423_gene_5655	10.0	5.0	11.0	14.0	4.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH24
cazy_0037_gene_10831	1.0	0.0	1.0	0.0	4.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0103_gene_1791	4.0	0.0	0.0	1.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0163_gene_2547	1.0	0.0	2.0	7.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0483_gene_6738	0.0	2.0	2.0	3.0	4.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0517_gene_7215	0.0	2.0	4.0	0.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0552_gene_8164	6.0	0.0	3.0	6.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0642_gene_9862	0.0	5.0	3.0	3.0	1.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH25
cazy_0325_gene_4415	16.0	12.0	11.0	49.0	12.0	27.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH26
cazy_0398_gene_5375	6.0	4.0	2.0	19.0	2.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0510_gene_7088	8.0	1.0	4.0	10.0	1.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0602_gene_9198	7.0	2.0	5.0	16.0	1.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH27
cazy_0024_gene_1055	12.0	9.0	28.0	35.0	8.0	28.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0025_gene_1058	21.0	7.0	15.0	34.0	5.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0065_gene_12044	5.0	4.0	16.0	12.0	2.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0097_gene_1736	0.0	15.0	8.0	2.0	2.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0208_gene_3061	22.0	16.0	43.0	51.0	15.0	42.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0461_gene_6232	15.0	18.0	21.0	35.0	10.0	29.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0573_gene_8585	16.0	6.0	17.0	20.0	2.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH28
cazy_0052_gene_11378	4.0	1.0	6.0	12.0	3.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0057_gene_11632	9.0	2.0	3.0	11.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0111_gene_1977	8.0	9.0	16.0	21.0	6.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
cazy_0118_gene_2049	15.0	1.0	9.0	17.0	4.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH29
